onet_soc,title,description,soc2018,ilo_exposure_mean,ilo_exposure_min,ilo_exposure_max,ilo_isco_count,mapping_confidence,observed_exposure,Context,Interaction,Judgment,Physicality,Responsibility,hm_dimensions_available,HumanMoat_seed_equal_weight,HumanMoat_confidence,ILO_Exposure_Score,Anthropic_Observed_Exposure_Score,AI_Exposure_Composite_Descriptive,coverage_count,data_confidence,_soc6,2025 National Employment Matrix title,2025 National Employment Matrix code,Occupation type,"Employment, 2025","Employment, 2035","Employment distribution, percent, 2025","Employment distribution, percent, 2035","Employment change, numeric, 2025–35","Employment change, percent, 2025–35","Percent self-employed, 2025","Occupational openings, 2025–35 annual average","Median annual wage, dollars, 2025",Typical education needed for entry,Work experience in a related occupation,Typical on-the-job training needed to attain competency in the occupation,Related Occupational Outlook Handbook (OOH) content,Related Occupational Outlook Handbook (OOH) content.1,"Labor force exit rate, 2025–35 annual average","Occupational transfer rate, 2025–35 annual average","Total occupational separations rate, 2025–35 annual average","Labor force exits, 2025–35 annual average","Occupational transfers, 2025–35 annual average","Total occupational separations, 2025–35 annual average","Occupational openings, 2025–35 annual average_sep",2025 National Employment Matrix title_skill,Adaptability,Computers and information technology,Creativity and innovation,Critical and analytical thinking,Customer service,Detail oriented,Fine motor,Interpersonal,Leadership,Mathematics,Mechanical,Physical strength and stamina,Problem solving and decision making,Project management,Science,Speaking and listening,Writing and reading,Top highest skill,Second highest skill,Third highest skill,opening_rate_pct,growth_percentile,wage_percentile,opening_rate_percentile
43-2011.00,"Switchboard Operators, Including Answering Service","Operate telephone business systems equipment or switchboards to relay incoming, outgoing, and interoffice calls. May supply information to callers and record messages.",43-2011,0.5372,0.5372,0.5372,1,A,0.3863,65.09330406147092,58.968166849615805,36.60812294182218,5.543358946212952,18.002195389681667,5.0,36.84302963776071,A,53.72,38.63,46.175,4,A,43-2011,"      Switchboard operators, including answering service",43-2011,Line item,35.4,26.2,0.0,0.0,-9.2,-26.0,1.6,3.1,38630,High school diploma or equivalent,,Short-term on-the-job training,—,—,7.1,6.1,13.1,2.2,1.9,4.0,3.1,"Switchboard operators, including answering service",29.0,47.0,2.0,9.0,84.0,13.0,36.0,60.0,3.0,9.0,15.0,20.0,13.0,0.0,1.0,73.0,21.0,Customer service,Adaptability,Speaking and listening,8.757062146892656,0.36101083032490977,9.757575757575758,57.88206979542719
43-2021.00,Telephone Operators,"Provide information by accessing alphabetical, geographical, or other directories. Assist customers with special billing requests, such as charges to a third party and credits or refunds for incorrectly dialed numbers or bad connections. May handle emergency calls and assist children or people with physical disabilities to make telephone calls.",43-2021,0.5372,0.5372,0.5372,1,A,0.0,54.445664105378704,71.20746432491767,31.63190633004025,18.166849615806807,32.903402854006586,5.0,41.671057446030005,A,53.72,0.0,26.86,4,A,43-2021,      Telephone operators,43-2021,Line item,3.5,2.5,0.0,0.0,-1.0,-27.6,—,0.2,41740,High school diploma or equivalent,,Short-term on-the-job training,—,—,4.6,4.9,9.6,0.1,0.1,0.3,0.2,Telephone operators,55.0,58.0,7.0,10.0,83.0,29.0,41.0,72.0,15.0,4.0,20.0,22.0,11.0,7.0,6.0,78.0,29.0,Adaptability,Speaking and listening,Customer service,5.714285714285714,0.24067388688327318,14.545454545454545,11.131167268351385
43-2099.00,"Communications Equipment Operators, All Other",All communications equipment operators not listed separately.,43-2099,0.3836845238095238,0.3517857142857142,0.4155833333333333,2,B,,,,,,,,,,38.36845238095238,,38.36845238095238,2,C,43-2099,"      Communications equipment operators, all other",43-2099,Line item,1.2,1.3,0.0,0.0,0.0,1.0,—,0.1,54680,High school diploma or equivalent,,Short-term on-the-job training,—,—,4.1,4.9,9.0,0.1,0.1,0.1,0.1,"Communications equipment operators, all other[1]",31.0,48.0,2.0,9.0,84.0,15.0,37.0,61.0,4.0,8.0,16.0,21.0,13.0,1.0,1.0,74.0,22.0,Customer service,Adaptability,Speaking and listening,8.333333333333334,33.33333333333333,40.24242424242424,50.60168471720819
43-3011.00,Bill and Account Collectors,"Locate and notify customers of delinquent accounts by mail, telephone, or personal visit to solicit payment. Duties include receiving payment and posting amount to customer's account, preparing statements to credit department if customer fails to respond, initiating repossession proceedings or service disconnection, and keeping records of collection and status of accounts.",43-3011,0.426,0.426,0.426,1,A,0.2989,57.35455543358946,57.10208562019759,31.96121478229052,17.874130991584337,66.602634467618,5.0,46.17892425905599,A,42.6,29.89,36.245000000000005,4,A,43-3011,      Bill and account collectors,43-3011,Line item,160.2,143.4,0.1,0.1,-16.7,-10.4,0.3,11.2,47030,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/bill-and-account-collectors.htm"">OOH Content</a>",3.8,4.7,8.5,5.8,7.1,12.9,11.2,Bill and account collectors,24.0,47.0,22.0,25.0,71.0,45.0,16.0,31.0,15.0,63.0,6.0,10.0,25.0,26.0,0.0,52.0,47.0,Detail oriented,Adaptability,Customer service,6.991260923845194,5.535499398315283,24.96969696969697,28.158844765342963
43-3021.00,Billing and Posting Clerks,"Compile, compute, and record billing, accounting, statistical, and other numerical data for billing purposes. Prepare billing invoices for services rendered or for delivery or shipment of goods.",43-3021,0.64,0.64,0.64,1,A,0.1924,37.01061105012806,39.7914379802415,34.77863154043176,4.994511525795828,19.29198682766191,5.0,27.17343578485181,A,64.0,19.24,41.62,4,A,43-3021,      Billing and posting clerks,43-3021,Line item,418.0,417.7,0.2,0.2,-0.2,-0.1,1.5,37.0,48500,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm"">OOH Content</a>",3.9,4.9,8.9,16.4,20.6,37.0,37.0,Billing and posting clerks,43.0,80.0,17.0,30.0,37.0,19.0,36.0,46.0,9.0,86.0,24.0,19.0,20.0,11.0,20.0,27.0,48.0,Adaptability,Computers and information technology,Detail oriented,8.851674641148326,27.737665463297233,29.09090909090909,59.205776173285194
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks","Compute, classify, and record numerical data to keep financial records complete. Perform any combination of routine calculating, posting, and verifying duties to obtain primary financial data for use in maintaining accounting records. May also check the accuracy of figures, calculations, and postings pertaining to business transactions recorded by other workers.",43-3031,0.5660416666666667,0.4920833333333334,0.64,2,B,0.3104,46.286132455177466,48.29857299670692,30.4976216611782,14.343212586900842,33.15038419319429,5.0,34.51518477863154,A,56.60416666666666,31.04,43.82208333333333,4,A,43-3031,"      Bookkeeping, accounting, and auditing clerks",43-3031,Line item,1532.4,1446.8,0.9,0.8,-85.6,-5.6,5.6,144.1,50670,"Some college, no degree",,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/bookkeeping-accounting-and-auditing-clerks.htm"">OOH Content</a>",5.6,4.6,10.2,83.5,69.1,152.6,144.1,"Bookkeeping, accounting, and auditing clerks",30.0,70.0,9.0,27.0,52.0,49.0,35.0,46.0,10.0,95.0,9.0,15.0,21.0,45.0,4.0,33.0,49.0,Detail oriented,Mathematics,Computers and information technology,9.403549986948576,12.033694344163658,35.15151515151515,66.4259927797834
43-3041.00,Gambling Cage Workers,"In a gambling establishment, conduct financial transactions for patrons. Accept patron's credit application and verify credit references to provide check-cashing authorization or to establish house credit accounts. May reconcile daily summaries of transactions to balance books. May sell gambling chips, tokens, or tickets to patrons, or to other workers for resale to patrons. May convert gambling chips, tokens, or tickets to currency upon patron's request. May use a cash register or computer to record transaction.",43-3041,0.446,0.446,0.446,1,A,0.0653,47.76802049030369,60.5159165751921,27.570435418953533,39.93779729235273,71.89901207464325,5.0,49.538236370289056,A,44.6,6.529999999999999,25.565,4,A,43-3041,      Gambling cage workers,43-3041,Line item,15.0,14.6,0.0,0.0,-0.5,-3.1,2.1,1.2,37580,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm"">OOH Content</a>",3.0,5.8,8.8,0.4,0.9,1.3,1.2,Gambling cage workers,51.0,31.0,4.0,18.0,87.0,96.0,44.0,51.0,49.0,94.0,34.0,50.0,15.0,16.0,0.0,45.0,36.0,Detail oriented,Adaptability,Customer service,8.0,17.509025270758123,7.3939393939393945,45.607701564380264
43-3051.00,Payroll and Timekeeping Clerks,"Compile and record employee time and payroll data. May compute employees' time worked, production, and commission. May compute and post wages and deductions, or prepare paychecks.",43-3051,0.6065,0.6065,0.6065,1,A,0.0487,27.588730332967437,28.28759604829857,27.53384559092572,17.39846322722283,36.2788144895719,5.0,27.41748993779729,A,60.650000000000006,4.87,32.760000000000005,4,A,43-3051,      Payroll and timekeeping clerks,43-3051,Line item,159.6,134.3,0.1,0.1,-25.4,-15.9,1.8,11.4,58260,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm"">OOH Content</a>",4.7,4.8,9.5,6.9,7.1,13.9,11.4,Payroll and timekeeping clerks,64.0,68.0,25.0,37.0,13.0,56.0,27.0,55.0,6.0,95.0,9.0,14.0,23.0,4.0,0.0,40.0,59.0,Adaptability,Detail oriented,Mathematics,7.142857142857144,2.0457280385078223,44.84848484848485,30.445246690734056
43-3061.00,Procurement Clerks,Compile information and records to draw up purchase orders for procurement of materials and services.,43-3061,0.595,0.595,0.595,1,A,0.2436,62.78814489571899,42.53567508232711,59.40358580314672,32.78448591291621,36.82766190998903,5.0,46.86791072081961,A,59.5,24.36,41.93,4,A,43-3061,      Procurement clerks,43-3061,Line item,56.9,52.3,0.0,0.0,-4.6,-8.1,—,3.7,50580,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm"">OOH Content</a>",2.7,5.0,7.7,1.5,2.7,4.2,3.7,Procurement clerks,66.0,60.0,38.0,57.0,40.0,40.0,6.0,70.0,19.0,76.0,23.0,26.0,64.0,83.0,39.0,54.0,63.0,Adaptability,Problem solving and decision making,Writing and reading,6.502636203866433,7.3405535499398304,34.66666666666667,19.133574007220215
43-3071.00,Tellers,Receive and pay out money. Keep records of money and negotiable instruments involved in a financial institution's various transactions.,43-3071,0.58225,0.58225,0.58225,1,A,0.0231,59.75118916941091,82.62349066959385,45.18843761434321,37.99853640687889,68.19429198682766,5.0,58.75118916941089,A,58.225,2.31,30.2675,4,A,43-3071,      Tellers,43-3071,Line item,339.2,294.5,0.2,0.2,-44.7,-13.2,—,26.8,43030,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/tellers.htm"">OOH Content</a>",4.6,5.3,9.9,14.5,16.7,31.3,26.8,Tellers,61.0,49.0,23.0,33.0,93.0,82.0,56.0,71.0,31.0,91.0,34.0,38.0,43.0,34.0,4.0,54.0,44.0,Detail oriented,Adaptability,Customer service,7.900943396226416,4.031287605294826,16.484848484848484,44.52466907340554
43-3099.00,"Financial Clerks, All Other",All financial clerks not listed separately.,43-3099,0.56,0.4805,0.6395000000000001,2,B,,,,,,,,,,56.00000000000001,,56.00000000000001,2,C,43-3099,"      Financial clerks, all other",43-3099,Line item,38.5,38.5,0.0,0.0,0.0,0.0,3.8,3.4,53830,High school diploma or equivalent,,Short-term on-the-job training,—,—,3.0,5.8,8.8,1.1,2.2,3.4,3.4,"Financial clerks, all other[1]",38.0,65.0,13.0,30.0,55.0,49.0,36.0,50.0,11.0,93.0,15.0,22.0,25.0,33.0,7.0,36.0,49.0,Adaptability,Detail oriented,Computers and information technology,8.831168831168831,28.459687123947052,39.63636363636363,58.604091456077015
43-4011.00,Brokerage Clerks,"Perform duties related to the purchase, sale, or holding of securities. Duties include writing orders for stock purchases or sales, computing transfer taxes, verifying stock transactions, accepting and delivering securities, tracking stock price fluctuations, computing equity, distributing dividends, and keeping records of daily transactions and holdings.",43-4011,0.6395000000000001,0.6395000000000001,0.6395000000000001,1,A,0.1744,52.68935236004391,55.58726673984633,32.41858763263812,6.421514818880351,57.601536772777166,5.0,40.943651664837176,A,63.95000000000001,17.44,40.69500000000001,4,A,43-4011,      Brokerage clerks,43-4011,Line item,36.9,34.1,0.0,0.0,-2.8,-7.6,1.3,3.4,65750,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm"">OOH Content</a>",5.1,5.2,10.4,1.8,1.9,3.7,3.4,Brokerage clerks,48.0,62.0,14.0,53.0,57.0,78.0,38.0,26.0,5.0,86.0,1.0,3.0,35.0,11.0,1.0,54.0,52.0,Detail oriented,Adaptability,Computers and information technology,9.214092140921409,7.641395908543923,57.57575757575758,64.50060168471721
43-4021.00,Correspondence Clerks,"Compose letters or electronic correspondence in reply to requests for merchandise, damage claims, credit and other information, delinquent accounts, incorrect billings, or unsatisfactory services. Duties may include gathering data to formulate reply and preparing correspondence.",43-4021,0.6009375,0.5740000000000001,0.627875,2,B,0.2786,61.69045005488474,57.21185510428101,43.72484449323088,21.478229052323456,43.30406147091109,5.0,45.48188803512623,A,60.09375,27.860000000000003,43.976875,4,A,43-4021,      Correspondence clerks,43-4021,Line item,4.8,4.5,0.0,0.0,-0.3,-5.6,4.3,0.5,46800,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm"">OOH Content</a>",4.4,6.2,10.6,0.2,0.3,0.5,0.5,Correspondence clerks,25.0,77.0,22.0,32.0,58.0,51.0,19.0,42.0,11.0,68.0,13.0,16.0,40.0,26.0,11.0,42.0,70.0,Writing and reading,Detail oriented,Computers and information technology,10.416666666666668,12.033694344163658,24.303030303030305,74.60890493381469
43-4031.00,"Court, Municipal, and License Clerks","Perform clerical duties for courts of law, municipalities, or governmental licensing agencies and bureaus. May prepare docket of cases to be called; secure information for judges and court; prepare draft agendas or bylaws for town or city council; answer official correspondence; keep fiscal records and accounts; issue licenses or permits; and record data, administer tests, or collect fees.",43-4031,0.4305,0.4305,0.4305,1,A,0.102,56.89718258324186,57.20087815587267,39.77314306622759,23.637028905964144,64.4072447859495,5.0,48.38309549945115,A,43.05,10.2,26.625,4,A,43-4031,"      Court, municipal, and license clerks",43-4031,Line item,187.0,193.3,0.1,0.1,6.3,3.4,0.4,17.1,48700,High school diploma or equivalent,,Long-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm"">OOH Content</a>",4.2,4.5,8.7,7.9,8.6,16.5,17.1,"Court, municipal, and license clerks",63.0,81.0,17.0,40.0,80.0,47.0,42.0,68.0,30.0,50.0,25.0,23.0,22.0,31.0,5.0,52.0,50.0,Adaptability,Computers and information technology,Detail oriented,9.144385026737968,55.77617328519856,30.06060606060606,62.936221419975936
43-4041.00,"Credit Authorizers, Checkers, and Clerks","Authorize credit charges against customers' accounts. Investigate history and credit standing of individuals or business establishments applying for credit. May interview applicants to obtain personal and financial data, determine credit worthiness, process applications, and notify customers of acceptance or rejection of credit.",43-4041,0.6395000000000001,0.6395000000000001,0.6395000000000001,1,A,0.1296,86.15075009147456,79.31942919868276,60.90376875228687,8.781558726673984,76.09769484083425,5.0,62.25064032199049,A,63.95000000000001,12.96,38.455000000000005,4,A,43-4041,"      Credit authorizers, checkers, and clerks",43-4041,Line item,12.2,11.3,0.0,0.0,-0.9,-7.4,1,0.9,50080,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm"">OOH Content</a>",3.7,5.0,8.7,0.4,0.6,1.0,0.9,"Credit authorizers, checkers, and clerks",37.0,76.0,9.0,36.0,93.0,53.0,14.0,52.0,61.0,64.0,5.0,21.0,54.0,48.0,3.0,39.0,51.0,Customer service,Detail oriented,Adaptability,7.37704918032787,8.002406738868832,33.33333333333333,34.5367027677497
43-4051.00,Customer Service Representatives,"Interact with customers to provide basic or scripted information in response to routine inquiries about products and services. May handle and resolve general complaints. Excludes individuals whose duties are primarily installation, sales, repair, and technical support.",43-4051,0.5808333333333334,0.5808333333333334,0.5808333333333334,1,A,0.7011,46.04829857299671,66.31174533479692,33.260153677277714,40.99890230515916,33.94621295279912,5.0,44.11306256860593,A,58.08333333333334,70.11,64.09666666666666,4,A,43-4051,      Customer service representatives,43-4051,Line item,2666.0,2524.1,1.6,1.4,-141.8,-5.3,0.5,289.5,44770,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/customer-service-representatives.htm"">OOH Content</a>",5.0,6.7,11.7,129.3,174.4,303.7,289.5,Customer service representatives,83.0,62.0,31.0,40.0,97.0,37.0,42.0,67.0,55.0,56.0,21.0,27.0,28.0,42.0,11.0,67.0,54.0,Adaptability,Customer service,Detail oriented,10.858964741185297,12.755716004813477,19.272727272727273,77.25631768953069
43-4061.00,"Eligibility Interviewers, Government Programs","Determine eligibility of persons applying to receive assistance from government programs and agency resources, such as welfare, unemployment benefits, social security, and public housing.",43-4061,0.4340416666666666,0.4155833333333333,0.4525,2,B,0.0597,39.20600073179656,45.949506037321626,45.77387486278815,12.038053421148922,41.986827661909984,5.0,36.990852542993046,A,43.40416666666667,5.970000000000001,24.687083333333334,4,A,43-4061,"      Eligibility interviewers, government programs",43-4061,Line item,162.8,165.3,0.1,0.1,2.6,1.6,—,12.7,54210,High school diploma or equivalent,,Moderate-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm"">OOH Content</a>",3.3,4.3,7.6,5.4,7.1,12.5,12.7,"Eligibility interviewers, government programs",78.0,84.0,29.0,48.0,71.0,57.0,29.0,75.0,15.0,53.0,4.0,10.0,45.0,17.0,6.0,76.0,76.0,Adaptability,Writing and reading,Computers and information technology,7.8009828009828,37.66546329723225,39.75757575757576,42.478941034897716
43-4071.00,File Clerks,"File correspondence, cards, invoices, receipts, and other records in alphabetical or numerical order or according to the filing system used. Locate and remove material from file when requested.",43-4071,0.3686,0.3686,0.3686,1,A,0.1568,26.27149652396633,64.92864983534578,28.04610318331504,44.34687156970363,25.823271130625685,5.0,37.8832784485913,A,36.86,15.68,26.27,4,A,43-4071,      File clerks,43-4071,Line item,76.2,64.2,0.0,0.0,-12.0,-15.8,1.4,5.6,43600,High school diploma or equivalent,,Short-term on-the-job training,OOH Content,"<a href=""https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm"">OOH Content</a>",4.6,5.1,9.7,3.2,3.6,6.8,5.6,File clerks,53.0,65.0,52.0,39.0,65.0,59.0,38.0,70.0,43.0,40.0,35.0,42.0,14.0,80.0,24.0,39.0,66.0,Adaptability,Detail oriented,Writing and reading,7.349081364829396,2.2262334536702766,17.333333333333336,33.935018050541515
